modo,estrategia,fecha,timestamp,load_real_kw,pv_real_kw,diesel_kw,discharge_kw,charge_kw,grid_net_kw,ens_kw,deficit_kw,soc_kwh,import_kw
isla,smpc,2026-07-24,2026-07-24 00:00:00-05:00,11.269355206115684,0.12395125386075828,0.0,11.269,0.0,-0.0,0.0,0.0,130.0,-0.0
isla,smpc,2026-07-24,2026-07-24 01:00:00-05:00,10.694233346499276,0.20846810150211434,0.0,10.694,0.0,-0.0,0.0,0.0,118.1378947368421,-0.0
isla,smpc,2026-07-24,2026-07-24 02:00:00-05:00,10.694233346499276,0.20846810150211434,0.0,10.694,0.0,-0.0,0.0,0.0,106.88105263157894,-0.0
isla,smpc,2026-07-24,2026-07-24 03:00:00-05:00,10.694233346499276,0.2014300717167308,0.0,10.694,0.0,-0.0,0.0,0.0,95.62421052631578,-0.0
isla,smpc,2026-07-24,2026-07-24 04:00:00-05:00,20.224824162999756,0.18482626824863665,0.0,20.225,0.0,-0.0,0.0,0.0,84.36736842105262,-0.0
isla,smpc,2026-07-24,2026-07-24 05:00:00-05:00,27.33168714254537,0.18856971286477972,50.0,0.0,15.089,-0.0,0.0,0.0,63.07789473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 06:00:00-05:00,29.385693784032547,0.362230761385843,50.0,0.0,0.0,-0.0,0.0,0.0,77.41244473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 07:00:00-05:00,43.17880217378388,2.416675455162447,50.0,0.0,6.821,-0.0,0.0,0.0,77.41244473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 08:00:00-05:00,62.53112730631657,5.824961472918217,66.667,0.0,4.136,-0.0,0.0,0.0,83.89239473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 09:00:00-05:00,62.94192863461401,10.115339793159936,62.942,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 10:00:00-05:00,65.61213726854733,22.37946236209104,65.612,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 11:00:00-05:00,67.17318231607759,22.02716524710317,67.173,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 12:00:00-05:00,73.66384330317705,23.33040170618168,73.664,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 13:00:00-05:00,66.59806045646117,21.97972549433877,66.598,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 14:00:00-05:00,62.44896704065709,19.684453755940044,62.449,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 15:00:00-05:00,61.58628425123247,15.615697833695794,61.586,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 16:00:00-05:00,62.0792458451894,11.291980098983005,62.079,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 17:00:00-05:00,63.252704616230645,5.084846357991859,63.253,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 18:00:00-05:00,80.0,0.525211816114447,80.0,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 19:00:00-05:00,63.84210898714483,0.09476355291525332,63.842,0.0,0.0,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 20:00:00-05:00,34.561790520580224,0.21278968039153445,50.0,0.0,15.438,-0.0,0.0,0.0,87.82159473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 21:00:00-05:00,26.5100844859505,0.21132440211811301,50.0,0.0,23.49,-0.0,0.0,0.0,102.48769473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 22:00:00-05:00,19.11566057659668,0.22951209706449824,0.0,19.116,0.0,-0.0,0.0,0.0,124.80319473684209,-0.0
isla,smpc,2026-07-24,2026-07-24 23:00:00-05:00,15.171967824941312,0.22951209706449824,0.0,15.172,0.0,-0.0,0.0,0.0,104.6810894736842,-0.0
isla,smpc,2026-07-25,2026-07-25 00:00:00-05:00,11.269355206115684,0.23097737533791968,0.0,11.269,0.0,-0.0,0.0,0.0,88.71056315789473,-0.0
isla,smpc,2026-07-25,2026-07-25 01:00:00-05:00,10.694233346499276,0.2826053110506903,0.0,10.694,0.0,-0.0,0.0,0.0,76.84845789473682,-0.0
isla,smpc,2026-07-25,2026-07-25 02:00:00-05:00,10.694233346499276,0.2826053110506903,0.0,10.694,0.0,-0.0,0.0,0.0,65.59161578947366,-0.0
isla,smpc,2026-07-25,2026-07-25 03:00:00-05:00,10.694233346499276,0.2131393872742399,0.0,10.694,0.0,-0.0,0.0,0.0,54.334773684210504,-0.0
isla,smpc,2026-07-25,2026-07-25 04:00:00-05:00,20.224824162999756,0.23119908291564292,50.0,0.0,29.775,-0.0,0.0,0.0,43.07793157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 05:00:00-05:00,27.33168714254537,0.2766171786369563,50.0,0.0,22.668,-0.0,0.0,0.0,71.36418157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 06:00:00-05:00,29.385693784032547,0.39041588110646397,50.0,0.0,20.614,-0.0,0.0,0.0,92.89878157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 07:00:00-05:00,43.17880217378388,3.0818713441821375,50.0,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 08:00:00-05:00,62.53112730631657,7.47455790102055,62.531,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 09:00:00-05:00,62.94192863461401,10.885668643863232,62.942,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 10:00:00-05:00,65.61213726854733,20.624306940763127,65.612,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 11:00:00-05:00,67.17318231607759,23.34300538532035,67.173,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 12:00:00-05:00,73.66384330317705,22.166035798028545,73.664,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 13:00:00-05:00,66.59806045646117,22.351125279633514,66.598,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 14:00:00-05:00,62.44896704065709,21.118024445334413,62.449,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 15:00:00-05:00,61.58628425123247,15.90212843035661,61.586,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 16:00:00-05:00,62.0792458451894,11.440448310014688,62.079,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 17:00:00-05:00,63.252704616230645,5.276556581980171,63.253,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 18:00:00-05:00,80.0,1.0361833984746478,80.0,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 19:00:00-05:00,63.84210898714483,0.1768965036614507,63.842,0.0,0.0,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 20:00:00-05:00,34.561790520580224,0.11508399708081024,50.0,0.0,1.098,-0.0,0.0,0.0,112.48208157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 21:00:00-05:00,26.5100844859505,0.11508399708081024,50.0,0.0,14.873,-0.0,0.0,0.0,113.52518157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 22:00:00-05:00,19.11566057659668,0.11508399708081024,0.0,19.116,0.0,-0.0,0.0,0.0,127.65453157894734,-0.0
isla,smpc,2026-07-25,2026-07-25 23:00:00-05:00,15.171967824941312,0.11361871880738882,0.0,15.172,0.0,-0.0,0.0,0.0,107.53242631578945,-0.0
isla,smpc,2026-07-26,2026-07-26 00:00:00-05:00,11.269355206115684,0.11361871880738882,0.0,11.269,0.0,-0.0,0.0,0.0,91.56189999999998,-0.0
isla,smpc,2026-07-26,2026-07-26 01:00:00-05:00,10.694233346499276,0.1615057190963542,0.0,10.694,0.0,-0.0,0.0,0.0,79.69979473684208,-0.0
isla,smpc,2026-07-26,2026-07-26 02:00:00-05:00,10.694233346499276,0.16004044082293276,0.0,10.694,0.0,-0.0,0.0,0.0,68.44295263157892,-0.0
isla,smpc,2026-07-26,2026-07-26 03:00:00-05:00,10.694233346499276,0.09057451704648246,0.0,10.694,0.0,-0.0,0.0,0.0,57.18611052631576,-0.0
isla,smpc,2026-07-26,2026-07-26 04:00:00-05:00,20.224824162999756,0.11009949096130693,50.0,0.0,29.775,-0.0,0.0,0.0,45.9292684210526,-0.0
isla,smpc,2026-07-26,2026-07-26 05:00:00-05:00,27.33168714254537,0.15551758668262014,50.0,0.0,22.668,-0.0,0.0,0.0,74.2155184210526,-0.0
isla,smpc,2026-07-26,2026-07-26 06:00:00-05:00,29.385693784032547,0.20637716640394949,50.0,0.0,20.614,-0.0,0.0,0.0,95.75011842105259,-0.0
isla,smpc,2026-07-26,2026-07-26 07:00:00-05:00,43.17880217378388,2.5958897554804903,50.0,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 08:00:00-05:00,62.53112730631657,6.183077618241634,62.531,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 09:00:00-05:00,62.94192863461401,5.445991689599959,62.942,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 10:00:00-05:00,65.61213726854733,12.7503721087698,65.612,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 11:00:00-05:00,67.17318231607759,20.622464605621484,67.173,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 12:00:00-05:00,73.66384330317705,20.655977603870234,73.664,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 13:00:00-05:00,66.59806045646117,19.153270121272474,66.598,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 14:00:00-05:00,62.44896704065709,17.715377449699925,62.449,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 15:00:00-05:00,61.58628425123247,13.148826738827967,61.586,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 16:00:00-05:00,62.0792458451894,10.074824840963066,62.079,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 17:00:00-05:00,63.252704616230645,5.973751434276655,63.253,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 18:00:00-05:00,80.0,1.661302107603912,80.0,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 19:00:00-05:00,63.84210898714483,0.6925516677668635,63.842,0.0,0.0,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 20:00:00-05:00,34.561790520580224,0.7524799482291541,50.0,0.0,4.918,-0.0,0.0,0.0,115.33341842105258,-0.0
isla,smpc,2026-07-26,2026-07-26 21:00:00-05:00,26.5100844859505,0.7510146699557327,50.0,0.0,8.052,-0.0,0.0,0.0,120.00551842105259,-0.0
isla,smpc,2026-07-26,2026-07-26 22:00:00-05:00,19.11566057659668,0.7510146699557327,-0.0,19.116,0.0,-0.0,0.0,0.0,127.65491842105259,-0.0
isla,smpc,2026-07-26,2026-07-26 23:00:00-05:00,15.171967824941312,0.7510146699557327,0.0,15.172,0.0,-0.0,0.0,0.0,107.5328131578947,-0.0
isla,smpc,2026-07-27,2026-07-27 00:00:00-05:00,11.269355206115684,0.7510146699557327,0.0,11.269,0.0,-0.0,0.0,0.0,91.56228684210522,-0.0
isla,smpc,2026-07-27,2026-07-27 01:00:00-05:00,10.694233346499276,0.802642605668503,0.0,10.694,0.0,-0.0,0.0,0.0,79.70018157894732,-0.0
isla,smpc,2026-07-27,2026-07-27 02:00:00-05:00,10.694233346499276,0.802642605668503,0.0,10.694,0.0,-0.0,0.0,0.0,68.44333947368416,-0.0
isla,smpc,2026-07-27,2026-07-27 03:00:00-05:00,10.694233346499276,0.7460009427810788,0.0,10.694,0.0,-0.0,0.0,0.0,57.186497368421,-0.0
isla,smpc,2026-07-27,2026-07-27 04:00:00-05:00,20.224824162999756,0.752852704195415,50.0,0.0,29.775,-0.0,0.0,0.0,45.92965526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 05:00:00-05:00,27.33168714254537,0.7956533652597647,50.0,0.0,22.668,-0.0,0.0,0.0,74.21590526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 06:00:00-05:00,29.385693784032547,0.8881875960862637,50.0,0.0,20.614,-0.0,0.0,0.0,95.75050526315783,-0.0
isla,smpc,2026-07-27,2026-07-27 07:00:00-05:00,43.17880217378388,3.1849281555793354,50.0,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 08:00:00-05:00,62.53112730631657,6.448214068503537,62.531,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 09:00:00-05:00,62.94192863461401,10.697335109699024,62.942,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 10:00:00-05:00,65.61213726854733,20.28334580289082,65.612,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 11:00:00-05:00,67.17318231607759,23.483939414852156,67.173,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 12:00:00-05:00,73.66384330317705,21.59346777529244,73.664,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 13:00:00-05:00,66.59806045646117,21.92420546094363,66.598,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 14:00:00-05:00,62.44896704065709,10.556539062394801,62.449,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 15:00:00-05:00,61.58628425123247,9.44738024966164,61.586,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
isla,smpc,2026-07-27,2026-07-27 16:00:00-05:00,62.0792458451894,9.28265579871994,62.079,0.0,0.0,-0.0,0.0,0.0,115.33380526315784,-0.0
